3.53E+00	0.00E+00
3.54E+00	0.00E+00
3.55E+00	0.00E+00
3.56E+00	0.00E+00
3.57E+00	0.00E+00
3.58E+00	0.00E+00
3.59E+00	0.00E+00
3.60E+00	0.00E+00
3.61E+00	0.00E+00
3.62E+00	0.00E+00
3.63E+00	0.00E+00
3.64E+00	0.00E+00
3.65E+00	0.00E+00
3.66E+00	0.00E+00
3.67E+00	0.00E+00
3.68E+00	0.00E+00
3.69E+00	0.00E+00
3.70E+00	0.00E+00
3.71E+00	0.00E+00
3.72E+00	0.00E+00
3.73E+00	0.00E+00
3.74E+00	0.00E+00
3.75E+00	0.00E+00
3.76E+00	0.00E+00
3.77E+00	0.00E+00
3.78E+00	0.00E+00
3.79E+00	0.00E+00
3.80E+00	0.00E+00
3.81E+00	0.00E+00
3.82E+00	0.00E+00
3.83E+00	0.00E+00
3.84E+00	0.00E+00
3.85E+00	0.00E+00
3.86E+00	0.00E+00
3.87E+00	0.00E+00
3.88E+00	0.00E+00
3.89E+00	0.00E+00
3.90E+00	0.00E+00
3.91E+00	0.00E+00
3.92E+00	0.00E+00
3.93E+00	0.00E+00
3.94E+00	0.00E+00
3.95E+00	0.00E+00
3.96E+00	0.00E+00
3.97E+00	0.00E+00
3.98E+00	0.00E+00
3.99E+00	0.00E+00
4.00E+00	0.00E+00
4.01E+00	0.00E+00
4.02E+00	0.00E+00
4.03E+00	0.00E+00
4.04E+00	0.00E+00
4.05E+00	0.00E+00
4.06E+00	0.00E+00
4.07E+00	0.00E+00
4.08E+00	0.00E+00
4.09E+00	0.00E+00
4.10E+00	0.00E+00
4.11E+00	0.00E+00
4.12E+00	0.00E+00
4.13E+00	0.00E+00
4.14E+00	0.00E+00
4.15E+00	0.00E+00
4.16E+00	0.00E+00
4.17E+00	0.00E+00
4.18E+00	0.00E+00
4.19E+00	0.00E+00
4.20E+00	0.00E+00
4.21E+00	0.00E+00
4.22E+00	0.00E+00
4.23E+00	0.00E+00
4.24E+00	0.00E+00
4.25E+00	0.00E+00
4.26E+00	0.00E+00
4.27E+00	0.00E+00
4.28E+00	0.00E+00
4.29E+00	0.00E+00
4.30E+00	0.00E+00
4.31E+00	1.83E+00
4.32E+00	3.67E+00
4.33E+00	5.50E+00
4.34E+00	7.33E+00
4.35E+00	9.17E+00
4.36E+00	1.10E+01
4.37E+00	1.47E+01
4.38E+00	1.83E+01
4.39E+00	2.20E+01
4.40E+00	2.57E+01
4.41E+00	2.93E+01
4.42E+00	3.30E+01
4.43E+00	3.67E+01
4.44E+00	4.03E+01
4.45E+00	4.40E+01
4.46E+00	4.77E+01
4.47E+00	5.13E+01
4.48E+00	5.50E+01
4.49E+00	5.68E+01
4.50E+00	5.87E+01
4.51E+00	6.05E+01
4.52E+00	6.23E+01
4.53E+00	6.42E+01
4.54E+00	6.60E+01
4.55E+00	6.78E+01
4.56E+00	6.97E+01
4.57E+00	7.15E+01
4.58E+00	7.33E+01
4.59E+00	7.52E+01
4.60E+00	7.70E+01
4.61E+00	7.70E+01
4.62E+00	7.70E+01
4.63E+00	7.70E+01
4.64E+00	7.70E+01
4.65E+00	7.70E+01
4.66E+00	7.70E+01
4.67E+00	6.60E+01
4.68E+00	5.50E+01
4.69E+00	4.40E+01
4.70E+00	3.30E+01
4.71E+00	2.20E+01
4.72E+00	1.10E+01
4.73E+00	1.10E+01
4.74E+00	1.10E+01
4.75E+00	1.10E+01
4.76E+00	1.10E+01
4.77E+00	1.10E+01
4.78E+00	1.10E+01
4.79E+00	1.10E+01
4.80E+00	1.10E+01
4.81E+00	1.10E+01
4.82E+00	1.10E+01
4.83E+00	1.10E+01
4.84E+00	1.10E+01
4.85E+00	1.10E+01
4.86E+00	1.10E+01
4.87E+00	1.10E+01
4.88E+00	1.10E+01
4.89E+00	1.10E+01
4.90E+00	1.10E+01
4.91E+00	1.28E+01
4.92E+00	1.44E+01
4.93E+00	1.60E+01
4.94E+00	1.75E+01
4.95E+00	1.91E+01
4.96E+00	2.20E+01
4.97E+00	2.57E+01
4.98E+00	2.93E+01
4.99E+00	3.30E+01
5.00E+00	3.67E+01
5.01E+00	4.03E+01
5.02E+00	4.40E+01
5.03E+00	4.58E+01
5.04E+00	4.77E+01
5.05E+00	4.95E+01
5.06E+00	5.13E+01
5.07E+00	5.32E+01
5.08E+00	5.50E+01
5.09E+00	5.50E+01
5.10E+00	5.50E+01
5.11E+00	5.50E+01
5.12E+00	5.50E+01
5.13E+00	5.50E+01
5.14E+00	5.50E+01
5.15E+00	5.68E+01
5.16E+00	5.87E+01
5.17E+00	6.05E+01
5.18E+00	6.23E+01
5.19E+00	6.42E+01
5.20E+00	6.60E+01
5.21E+00	7.33E+01
5.22E+00	8.07E+01
5.23E+00	8.80E+01
5.24E+00	9.53E+01
5.25E+00	1.03E+02
5.26E+00	1.10E+02
5.27E+00	1.17E+02
5.28E+00	1.25E+02
5.29E+00	1.32E+02
5.30E+00	1.39E+02
5.31E+00	1.47E+02
5.32E+00	1.54E+02
5.33E+00	1.60E+02
5.34E+00	1.65E+02
5.35E+00	1.71E+02
5.36E+00	1.76E+02
5.37E+00	1.82E+02
5.38E+00	1.87E+02
5.39E+00	1.89E+02
5.40E+00	1.91E+02
5.41E+00	1.93E+02
5.42E+00	1.94E+02
5.43E+00	1.96E+02
5.44E+00	1.98E+02
5.45E+00	1.98E+02
5.46E+00	1.98E+02
5.47E+00	1.98E+02
5.48E+00	1.98E+02
5.49E+00	1.98E+02
5.50E+00	1.98E+02
5.51E+00	1.98E+02
5.52E+00	1.98E+02
5.53E+00	1.98E+02
5.54E+00	1.98E+02
5.55E+00	1.98E+02
5.56E+00	1.98E+02
5.57E+00	1.96E+02
5.58E+00	1.94E+02
5.59E+00	1.93E+02
5.60E+00	1.91E+02
5.61E+00	1.89E+02
5.62E+00	1.87E+02
5.63E+00	1.61E+02
5.64E+00	1.36E+02
5.65E+00	1.10E+02
5.66E+00	8.43E+01
5.67E+00	5.87E+01
5.68E+00	3.30E+01
5.69E+00	2.75E+01
5.70E+00	2.20E+01
5.71E+00	1.65E+01
5.72E+00	1.10E+01
5.73E+00	5.50E+00
5.74E+00	0.00E+00
5.75E+00	0.00E+00
5.76E+00	0.00E+00
5.77E+00	0.00E+00
5.78E+00	0.00E+00
5.79E+00	0.00E+00
5.80E+00	0.00E+00
5.81E+00	0.00E+00
5.82E+00	0.00E+00
5.83E+00	0.00E+00
5.84E+00	0.00E+00
5.85E+00	0.00E+00
5.86E+00	0.00E+00
5.87E+00	0.00E+00
5.88E+00	0.00E+00
5.89E+00	0.00E+00
5.90E+00	0.00E+00
5.91E+00	0.00E+00
5.92E+00	0.00E+00
5.93E+00	0.00E+00
5.94E+00	0.00E+00
5.95E+00	0.00E+00
5.96E+00	0.00E+00
5.97E+00	0.00E+00
5.98E+00	0.00E+00
5.99E+00	0.00E+00
6.00E+00	0.00E+00
6.01E+00	0.00E+00
6.02E+00	0.00E+00
6.03E+00	0.00E+00
6.04E+00	0.00E+00
6.05E+00	0.00E+00
6.06E+00	0.00E+00
6.07E+00	0.00E+00
6.08E+00	0.00E+00
6.09E+00	0.00E+00
6.10E+00	0.00E+00
6.11E+00	0.00E+00
6.12E+00	0.00E+00
6.13E+00	0.00E+00
6.14E+00	0.00E+00
6.15E+00	0.00E+00
6.16E+00	0.00E+00
6.17E+00	0.00E+00
6.18E+00	0.00E+00
6.19E+00	0.00E+00
6.20E+00	0.00E+00
6.21E+00	0.00E+00
6.22E+00	0.00E+00
6.23E+00	0.00E+00
6.24E+00	0.00E+00
6.25E+00	0.00E+00
6.26E+00	0.00E+00
6.27E+00	0.00E+00
6.28E+00	0.00E+00
6.29E+00	0.00E+00
6.30E+00	0.00E+00
6.31E+00	0.00E+00
6.32E+00	0.00E+00
6.33E+00	0.00E+00
6.34E+00	0.00E+00
6.35E+00	0.00E+00
6.36E+00	0.00E+00
6.37E+00	0.00E+00
6.38E+00	0.00E+00
6.39E+00	0.00E+00
6.40E+00	0.00E+00
6.41E+00	0.00E+00
6.42E+00	0.00E+00
6.43E+00	0.00E+00
6.44E+00	0.00E+00
6.45E+00	0.00E+00
6.46E+00	0.00E+00
6.47E+00	0.00E+00
6.48E+00	0.00E+00
6.49E+00	0.00E+00
6.50E+00	0.00E+00
6.51E+00	0.00E+00
6.52E+00	0.00E+00
6.53E+00	0.00E+00
6.54E+00	0.00E+00
6.55E+00	0.00E+00
6.56E+00	0.00E+00
6.57E+00	0.00E+00
6.58E+00	0.00E+00
6.59E+00	0.00E+00
